기관 명,모델명,시리얼,서버타입,사이트명,방문자수,날짜,등록일자
서울시,SDOT001,3006,00Original,3006,132,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3005,00Original,3005,142,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3004,00Original,3004,161,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3009,00Original,3009,0,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3008,00Original,3008,127,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3007,00Original,3007,190,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3011,00Original,3011,124,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3010,00Original,3010,129,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3014,00Original,3014,119,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3013,00Original,3013,127,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3012,00Original,3012,56,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3017,00Original,3017,146,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3016,00Original,3016,178,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3015,00Original,3015,120,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3019,00Original,3019,145,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3018,00Original,3018,93,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3022,00Original,3022,132,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3021,00Original,3021,126,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3020,00Original,3020,272,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3025,00Original,3025,159,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3024,00Original,3024,142,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3023,00Original,3023,168,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3028,00Original,3028,156,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3027,00Original,3027,107,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3026,00Original,3026,59,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3031,00Original,3031,142,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3030,00Original,3030,162,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3029,00Original,3029,48,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3034,00Original,3034,272,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3033,00Original,3033,103,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3032,00Original,3032,102,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3036,00Original,3036,181,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3035,00Original,3035,158,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3039,00Original,3039,139,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3038,00Original,3038,133,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3037,00Original,3037,86,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3041,00Original,3041,148,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,3040,00Original,3040,168,2.02109E+11,2021-09-27 0:01
서울시,SDOT001,4049,00Original,4049,1,2.02109E+11,2021-09-27 0:02
서울시,SDOT001,4005,00Original,4005,10,2.02109E+11,2021-09-27 0:02
서울시,SDOT001,4026,00Original,4026,3,2.02109E+11,2021-09-27 0:02
서울시,SDOT001,4003,00Original,4003,12,2.02109E+11,2021-09-27 0:02
서울시,SDOT001,4022,00Original,4022,5,2.02109E+11,2021-09-27 0:03
서울시,SDOT001,4032,00Original,4032,10,2.02109E+11,2021-09-27 0:04
서울시,SDOT001,4048,00Original,4048,11,2.02109E+11,2021-09-27 0:04
서울시,SDOT001,4034,00Original,4034,13,2.02109E+11,2021-09-27 0:05
서울시,SDOT001,4010,00Original,4010,7,2.02109E+11,2021-09-27 0:05
서울시,SDOT001,4016,00Original,4016,16,2.02109E+11,2021-09-27 0:05
서울시,SDOT001,4018,00Original,4018,4,2.02109E+11,2021-09-27 0:05
서울시,SDOT001,4035,00Original,4035,9,2.02109E+11,2021-09-27 0:05
서울시,SDOT001,4037,00Original,4037,4,2.02109E+11,2021-09-27 0:05
서울시,SDOT001,4014,00Original,4014,43,2.02109E+11,2021-09-27 0:06
서울시,SDOT001,4009,00Original,4009,22,2.02109E+11,2021-09-27 0:06
서울시,SDOT001,4002,00Original,4002,13,2.02109E+11,2021-09-27 0:06
서울시,SDOT001,4021,00Original,4021,1,2.02109E+11,2021-09-27 0:06
서울시,SDOT001,4028,00Original,4028,0,2.02109E+11,2021-09-27 0:06
서울시,SDOT001,4004,00Original,4004,17,2.02109E+11,2021-09-27 0:06
서울시,SDOT001,4013,00Original,4013,5,2.02109E+11,2021-09-27 0:06
서울시,SDOT001,4050,00Original,4050,0,2.02109E+11,2021-09-27 0:06
서울시,SDOT001,4047,00Original,4047,26,2.02109E+11,2021-09-27 0:06
서울시,SDOT001,4029,00Original,4029,4,2.02109E+11,2021-09-27 0:06
서울시,SDOT001,4011,00Original,4011,1,2.02109E+11,2021-09-27 0:07
서울시,SDOT001,4030,00Original,4030,1,2.02109E+11,2021-09-27 0:07
서울시,SDOT001,4007,00Original,4007,3,2.02109E+11,2021-09-27 0:07
서울시,SDOT001,4040,00Original,4040,26,2.02109E+11,2021-09-27 0:07
서울시,SDOT001,4042,00Original,4042,2,2.02109E+11,2021-09-27 0:07
서울시,SDOT001,4025,00Original,4025,0,2.02109E+11,2021-09-27 0:07
서울시,SDOT001,4027,00Original,4027,6,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4033,00Original,4033,8,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4041,00Original,4041,0,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4015,00Original,4015,3,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4031,00Original,4031,12,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4046,00Original,4046,0,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4023,00Original,4023,0,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4036,00Original,4036,3,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4017,00Original,4017,2,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4045,00Original,4045,0,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4019,00Original,4019,11,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4006,00Original,4006,0,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4001,00Original,4001,0,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4043,00Original,4043,0,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4038,00Original,4038,10,2.02109E+11,2021-09-27 0:10
서울시,SDOT001,4008,00Original,4008,2,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,4039,00Original,4039,2,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,2992,00Original,2992,157,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,2995,00Original,2995,148,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,2994,00Original,2994,179,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,2993,00Original,2993,175,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,2998,00Original,2998,153,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,2997,00Original,2997,112,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,2996,00Original,2996,109,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3000,00Original,3000,178,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,2999,00Original,2999,116,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3003,00Original,3003,147,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3002,00Original,3002,99,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3001,00Original,3001,136,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3006,00Original,3006,143,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3005,00Original,3005,149,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3004,00Original,3004,170,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3008,00Original,3008,160,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3007,00Original,3007,205,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3011,00Original,3011,143,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3010,00Original,3010,162,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3009,00Original,3009,0,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3013,00Original,3013,139,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3012,00Original,3012,77,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3015,00Original,3015,126,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3014,00Original,3014,129,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3017,00Original,3017,175,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3016,00Original,3016,162,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3020,00Original,3020,295,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3019,00Original,3019,164,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3018,00Original,3018,123,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3023,00Original,3023,195,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3022,00Original,3022,163,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3021,00Original,3021,124,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3025,00Original,3025,179,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3024,00Original,3024,163,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3028,00Original,3028,160,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3027,00Original,3027,136,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3026,00Original,3026,63,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3030,00Original,3030,182,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3029,00Original,3029,51,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3032,00Original,3032,117,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3031,00Original,3031,132,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3035,00Original,3035,165,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3034,00Original,3034,232,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3033,00Original,3033,103,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3038,00Original,3038,136,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3037,00Original,3037,89,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3036,00Original,3036,176,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3040,00Original,3040,168,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3039,00Original,3039,143,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,3041,00Original,3041,154,2.02109E+11,2021-09-27 0:11
서울시,SDOT001,4049,00Original,4049,0,2.02109E+11,2021-09-27 0:12
서울시,SDOT001,4005,00Original,4005,5,2.02109E+11,2021-09-27 0:12
서울시,SDOT001,4026,00Original,4026,5,2.02109E+11,2021-09-27 0:12
서울시,SDOT001,4003,00Original,4003,10,2.02109E+11,2021-09-27 0:12
서울시,SDOT001,4022,00Original,4022,9,2.02109E+11,2021-09-27 0:13
서울시,SDOT001,4032,00Original,4032,6,2.02109E+11,2021-09-27 0:14
서울시,SDOT001,4048,00Original,4048,1,2.02109E+11,2021-09-27 0:14
서울시,SDOT001,4034,00Original,4034,7,2.02109E+11,2021-09-27 0:15
서울시,SDOT001,4010,00Original,4010,16,2.02109E+11,2021-09-27 0:15
서울시,SDOT001,4016,00Original,4016,1,2.02109E+11,2021-09-27 0:15
서울시,SDOT001,4018,00Original,4018,0,2.02109E+11,2021-09-27 0:15
서울시,SDOT001,4035,00Original,4035,16,2.02109E+11,2021-09-27 0:15
서울시,SDOT001,4037,00Original,4037,0,2.02109E+11,2021-09-27 0:15
서울시,SDOT001,4014,00Original,4014,36,2.02109E+11,2021-09-27 0:16
서울시,SDOT001,4009,00Original,4009,19,2.02109E+11,2021-09-27 0:16
서울시,SDOT001,4002,00Original,4002,7,2.02109E+11,2021-09-27 0:16
서울시,SDOT001,4021,00Original,4021,0,2.02109E+11,2021-09-27 0:16
서울시,SDOT001,4028,00Original,4028,0,2.02109E+11,2021-09-27 0:16
서울시,SDOT001,4004,00Original,4004,10,2.02109E+11,2021-09-27 0:16
서울시,SDOT001,4013,00Original,4013,2,2.02109E+11,2021-09-27 0:16
서울시,SDOT001,4050,00Original,4050,0,2.02109E+11,2021-09-27 0:16
서울시,SDOT001,4047,00Original,4047,45,2.02109E+11,2021-09-27 0:16
서울시,SDOT001,4029,00Original,4029,13,2.02109E+11,2021-09-27 0:16
서울시,SDOT001,4011,00Original,4011,2,2.02109E+11,2021-09-27 0:17
서울시,SDOT001,4030,00Original,4030,2,2.02109E+11,2021-09-27 0:17
서울시,SDOT001,4007,00Original,4007,3,2.02109E+11,2021-09-27 0:17
서울시,SDOT001,4040,00Original,4040,4,2.02109E+11,2021-09-27 0:17
서울시,SDOT001,4042,00Original,4042,0,2.02109E+11,2021-09-27 0:17
서울시,SDOT001,4025,00Original,4025,1,2.02109E+11,2021-09-27 0:17
서울시,SDOT001,4027,00Original,4027,5,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4033,00Original,4033,4,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4041,00Original,4041,0,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4015,00Original,4015,4,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4031,00Original,4031,5,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4046,00Original,4046,0,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4036,00Original,4036,4,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4023,00Original,4023,0,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4017,00Original,4017,0,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4045,00Original,4045,0,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4019,00Original,4019,36,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4006,00Original,4006,0,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4001,00Original,4001,2,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4043,00Original,4043,3,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4038,00Original,4038,0,2.02109E+11,2021-09-27 0:20
서울시,SDOT001,4008,00Original,4008,5,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,4039,00Original,4039,0,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,2994,00Original,2994,132,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,2993,00Original,2993,160,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,2992,00Original,2992,155,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,2997,00Original,2997,96,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,2996,00Original,2996,95,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,2995,00Original,2995,130,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,2999,00Original,2999,107,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,2998,00Original,2998,134,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3002,00Original,3002,96,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3001,00Original,3001,129,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3000,00Original,3000,155,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3004,00Original,3004,144,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3003,00Original,3003,145,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3007,00Original,3007,182,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3006,00Original,3006,121,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3005,00Original,3005,128,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3010,00Original,3010,136,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3009,00Original,3009,0,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3008,00Original,3008,134,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3013,00Original,3013,143,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3012,00Original,3012,58,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3011,00Original,3011,117,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3016,00Original,3016,146,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3015,00Original,3015,122,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3014,00Original,3014,113,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3019,00Original,3019,165,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3018,00Original,3018,110,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3017,00Original,3017,157,2.02109E+11,2021-09-27 0:21
서울시,SDOT001,3022,00Original,3022,152,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3021,00Original,3021,110,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3020,00Original,3020,290,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3025,00Original,3025,171,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3024,00Original,3024,150,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3023,00Original,3023,168,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3028,00Original,3028,149,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3027,00Original,3027,103,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3026,00Original,3026,67,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3031,00Original,3031,120,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3030,00Original,3030,152,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3029,00Original,3029,49,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3034,00Original,3034,279,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3033,00Original,3033,97,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3032,00Original,3032,96,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3037,00Original,3037,88,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3036,00Original,3036,167,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3035,00Original,3035,163,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3040,00Original,3040,156,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3039,00Original,3039,129,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3038,00Original,3038,147,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,3041,00Original,3041,123,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,4049,00Original,4049,0,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,4005,00Original,4005,10,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,4026,00Original,4026,10,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,4003,00Original,4003,4,2.02109E+11,2021-09-27 0:22
서울시,SDOT001,4022,00Original,4022,7,2.02109E+11,2021-09-27 0:23
서울시,SDOT001,4032,00Original,4032,7,2.02109E+11,2021-09-27 0:24
서울시,SDOT001,4048,00Original,4048,12,2.02109E+11,2021-09-27 0:24
서울시,SDOT001,4034,00Original,4034,3,2.02109E+11,2021-09-27 0:25
서울시,SDOT001,4010,00Original,4010,8,2.02109E+11,2021-09-27 0:25
서울시,SDOT001,4018,00Original,4018,4,2.02109E+11,2021-09-27 0:25
서울시,SDOT001,4016,00Original,4016,9,2.02109E+11,2021-09-27 0:25
서울시,SDOT001,4035,00Original,4035,18,2.02109E+11,2021-09-27 0:25
서울시,SDOT001,4037,00Original,4037,0,2.02109E+11,2021-09-27 0:25
서울시,SDOT001,4014,00Original,4014,36,2.02109E+11,2021-09-27 0:26
서울시,SDOT001,4009,00Original,4009,8,2.02109E+11,2021-09-27 0:26
서울시,SDOT001,4002,00Original,4002,3,2.02109E+11,2021-09-27 0:26
서울시,SDOT001,4021,00Original,4021,2,2.02109E+11,2021-09-27 0:26
서울시,SDOT001,4028,00Original,4028,0,2.02109E+11,2021-09-27 0:26
서울시,SDOT001,4004,00Original,4004,13,2.02109E+11,2021-09-27 0:26
서울시,SDOT001,4013,00Original,4013,3,2.02109E+11,2021-09-27 0:26
서울시,SDOT001,4050,00Original,4050,0,2.02109E+11,2021-09-27 0:26
서울시,SDOT001,4047,00Original,4047,48,2.02109E+11,2021-09-27 0:26
서울시,SDOT001,4029,00Original,4029,4,2.02109E+11,2021-09-27 0:26
서울시,SDOT001,4011,00Original,4011,2,2.02109E+11,2021-09-27 0:27
서울시,SDOT001,4030,00Original,4030,0,2.02109E+11,2021-09-27 0:27
서울시,SDOT001,4007,00Original,4007,1,2.02109E+11,2021-09-27 0:27
서울시,SDOT001,4040,00Original,4040,5,2.02109E+11,2021-09-27 0:27
서울시,SDOT001,4042,00Original,4042,1,2.02109E+11,2021-09-27 0:27
서울시,SDOT001,4025,00Original,4025,3,2.02109E+11,2021-09-27 0:27
서울시,SDOT001,4027,00Original,4027,5,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4033,00Original,4033,1,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4041,00Original,4041,1,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4015,00Original,4015,0,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4031,00Original,4031,1,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4046,00Original,4046,0,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4023,00Original,4023,0,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4036,00Original,4036,1,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4017,00Original,4017,2,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4045,00Original,4045,0,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4019,00Original,4019,25,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4006,00Original,4006,0,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4001,00Original,4001,1,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4043,00Original,4043,0,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4038,00Original,4038,0,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4008,00Original,4008,0,2.02109E+11,2021-09-27 0:30
서울시,SDOT001,4039,00Original,4039,2,2.02109E+11,2021-09-27 0:31
서울시,SDOT001,2993,00Original,2993,151,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,2992,00Original,2992,154,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,2996,00Original,2996,107,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,2995,00Original,2995,129,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,2994,00Original,2994,163,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,2999,00Original,2999,104,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,2998,00Original,2998,148,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,2997,00Original,2997,103,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3002,00Original,3002,96,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3001,00Original,3001,122,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3000,00Original,3000,159,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3004,00Original,3004,140,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3003,00Original,3003,142,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3006,00Original,3006,135,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3005,00Original,3005,145,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3009,00Original,3009,0,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3008,00Original,3008,133,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3007,00Original,3007,174,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3012,00Original,3012,74,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3011,00Original,3011,129,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3010,00Original,3010,149,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3015,00Original,3015,113,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3014,00Original,3014,113,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3013,00Original,3013,127,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3018,00Original,3018,104,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3017,00Original,3017,145,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3016,00Original,3016,141,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3021,00Original,3021,119,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3020,00Original,3020,255,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3019,00Original,3019,149,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3024,00Original,3024,143,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3023,00Original,3023,191,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3022,00Original,3022,130,2.02109E+11,2021-09-27 0:32
서울시,SDOT001,3026,00Original,3026,53,2.02109E+11,2021-09-27 0:32
