기관 명,모델명,시리얼,서버타입,사이트명,방문자수,날짜,등록일자
서울시,SDOT001,4002,00Original,4002,9,2.02104E+11,2021-04-26 0:16
서울시,SDOT001,4030,00Original,4030,3,2.02104E+11,2021-04-26 0:17
서울시,SDOT001,4025,00Original,4025,2,2.02104E+11,2021-04-26 0:17
서울시,SDOT001,4027,00Original,4027,10,2.02104E+11,2021-04-26 0:20
서울시,SDOT001,4033,00Original,4033,4,2.02104E+11,2021-04-26 0:20
서울시,SDOT001,4015,00Original,4015,1,2.02104E+11,2021-04-26 0:20
서울시,SDOT001,4031,00Original,4031,0,2.02104E+11,2021-04-26 0:20
서울시,SDOT001,4038,00Original,4038,0,2.02104E+11,2021-04-26 0:20
서울시,SDOT001,4049,00Original,4049,1,2.02104E+11,2021-04-26 0:22
서울시,SDOT001,4005,00Original,4005,6,2.02104E+11,2021-04-26 0:22
서울시,SDOT001,4022,00Original,4022,11,2.02104E+11,2021-04-26 0:23
서울시,SDOT001,4024,00Original,4024,1,2.02104E+11,2021-04-26 0:24
서울시,SDOT001,2992,00Original,2992,165,2.02104E+11,2021-04-26 0:25
서울시,SDOT001,3004,00Original,3004,168,2.02104E+11,2021-04-26 0:25
서울시,SDOT001,3019,00Original,3019,158,2.02104E+11,2021-04-26 0:26
서울시,SDOT001,4002,00Original,4002,7,2.02104E+11,2021-04-26 0:26
서울시,SDOT001,3023,00Original,3023,193,2.02104E+11,2021-04-26 0:26
서울시,SDOT001,3033,00Original,3033,135,2.02104E+11,2021-04-26 0:26
서울시,SDOT001,3035,00Original,3035,178,2.02104E+11,2021-04-26 0:26
서울시,SDOT001,4023,00Original,4023,0,2.02104E+11,2021-04-26 0:30
서울시,SDOT001,4017,00Original,4017,1,2.02104E+11,2021-04-26 0:30
서울시,SDOT001,4031,00Original,4031,1,2.02104E+11,2021-04-26 0:30
서울시,SDOT001,4044,00Original,4044,0,2.02104E+11,2021-04-26 0:32
서울시,SDOT001,4024,00Original,4024,8,2.02104E+11,2021-04-26 0:34
서울시,SDOT001,4016,00Original,4016,12,2.02104E+11,2021-04-26 0:35
서울시,SDOT001,4035,00Original,4035,8,2.02104E+11,2021-04-26 0:36
서울시,SDOT001,4014,00Original,4014,48,2.02104E+11,2021-04-26 0:36
서울시,SDOT001,2996,00Original,2996,127,2.02104E+11,2021-04-26 0:37
서울시,SDOT001,3002,00Original,3002,150,2.02104E+11,2021-04-26 0:37
서울시,SDOT001,4025,00Original,4025,2,2.02104E+11,2021-04-26 0:37
서울시,SDOT001,3022,00Original,3022,149,2.02104E+11,2021-04-26 0:38
서울시,SDOT001,4015,00Original,4015,13,2.02104E+11,2021-04-26 0:40
서울시,SDOT001,4031,00Original,4031,1,2.02104E+11,2021-04-26 0:40
서울시,SDOT001,4046,00Original,4046,4,2.02104E+11,2021-04-26 0:40
서울시,SDOT001,4017,00Original,4017,1,2.02104E+11,2021-04-26 0:40
서울시,SDOT001,4026,00Original,4026,3,2.02104E+11,2021-04-26 0:42
서울시,SDOT001,4003,00Original,4003,15,2.02104E+11,2021-04-26 0:42
서울시,SDOT001,4024,00Original,4024,1,2.02104E+11,2021-04-26 0:44
서울시,SDOT001,4014,00Original,4014,42,2.02104E+11,2021-04-26 0:46
서울시,SDOT001,4007,00Original,4007,1,2.02104E+11,2021-04-26 0:47
서울시,SDOT001,2998,00Original,2998,189,2.02104E+11,2021-04-26 0:49
서울시,SDOT001,2999,00Original,2999,162,2.02104E+11,2021-04-26 0:49
서울시,SDOT001,3000,00Original,3000,178,2.02104E+11,2021-04-26 0:49
서울시,SDOT001,3001,00Original,3001,128,2.02104E+11,2021-04-26 0:49
서울시,SDOT001,3002,00Original,3002,142,2.02104E+11,2021-04-26 0:49
서울시,SDOT001,3004,00Original,3004,189,2.02104E+11,2021-04-26 0:49
서울시,SDOT001,3003,00Original,3003,176,2.02104E+11,2021-04-26 0:49
서울시,SDOT001,3016,00Original,3016,149,2.02104E+11,2021-04-26 0:49
서울시,SDOT001,3017,00Original,3017,188,2.02104E+11,2021-04-26 0:49
서울시,SDOT001,3018,00Original,3018,116,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3024,00Original,3024,173,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3025,00Original,3025,148,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3028,00Original,3028,146,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3029,00Original,3029,70,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3030,00Original,3030,177,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3027,00Original,3027,135,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,4031,00Original,4031,2,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3031,00Original,3031,163,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3032,00Original,3032,129,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3033,00Original,3033,111,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3034,00Original,3034,276,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3035,00Original,3035,177,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,4046,00Original,4046,5,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3036,00Original,3036,193,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,4017,00Original,4017,1,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,3037,00Original,3037,73,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,4036,00Original,4036,6,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,4023,00Original,4023,0,2.02104E+11,2021-04-26 0:50
서울시,SDOT001,4008,00Original,4008,4,2.02104E+11,2021-04-26 0:51
서울시,SDOT001,4043,00Original,4043,1,2.02104E+11,2021-04-26 0:51
서울시,SDOT001,4049,00Original,4049,1,2.02104E+11,2021-04-26 0:52
서울시,SDOT001,4005,00Original,4005,3,2.02104E+11,2021-04-26 0:52
서울시,SDOT001,4029,00Original,4029,5,2.02104E+11,2021-04-26 0:57
서울시,SDOT001,4015,00Original,4015,5,2.02104E+11,2021-04-26 1:00
서울시,SDOT001,4031,00Original,4031,0,2.02104E+11,2021-04-26 1:00
서울시,SDOT001,2992,00Original,2992,159,2.02104E+11,2021-04-26 1:00
서울시,SDOT001,4008,00Original,4008,3,2.02104E+11,2021-04-26 1:01
서울시,SDOT001,2993,00Original,2993,191,2.02104E+11,2021-04-26 1:01
서울시,SDOT001,2994,00Original,2994,146,2.02104E+11,2021-04-26 1:01
서울시,SDOT001,3007,00Original,3007,200,2.02104E+11,2021-04-26 1:01
서울시,SDOT001,3008,00Original,3008,132,2.02104E+11,2021-04-26 1:01
서울시,SDOT001,3018,00Original,3018,123,2.02104E+11,2021-04-26 1:02
서울시,SDOT001,4049,00Original,4049,2,2.02104E+11,2021-04-26 1:02
서울시,SDOT001,3024,00Original,3024,167,2.02104E+11,2021-04-26 1:02
서울시,SDOT001,3026,00Original,3026,81,2.02104E+11,2021-04-26 1:02
서울시,SDOT001,3027,00Original,3027,134,2.02104E+11,2021-04-26 1:02
서울시,SDOT001,3023,00Original,3023,170,2.02104E+11,2021-04-26 1:02
서울시,SDOT001,3025,00Original,3025,157,2.02104E+11,2021-04-26 1:02
서울시,SDOT001,4005,00Original,4005,1,2.02104E+11,2021-04-26 1:02
서울시,SDOT001,3033,00Original,3033,126,2.02104E+11,2021-04-26 1:02
서울시,SDOT001,4048,00Original,4048,21,2.02104E+11,2021-04-26 1:04
서울시,SDOT001,4032,00Original,4032,2,2.02104E+11,2021-04-26 1:04
서울시,SDOT001,4034,00Original,4034,3,2.02104E+11,2021-04-26 1:05
서울시,SDOT001,4010,00Original,4010,7,2.02104E+11,2021-04-26 1:05
서울시,SDOT001,4009,00Original,4009,27,2.02104E+11,2021-04-26 1:06
서울시,SDOT001,4030,00Original,4030,4,2.02104E+11,2021-04-26 1:07
서울시,SDOT001,4041,00Original,4041,0,2.02104E+11,2021-04-26 1:10
서울시,SDOT001,4015,00Original,4015,12,2.02104E+11,2021-04-26 1:10
서울시,SDOT001,4031,00Original,4031,0,2.02104E+11,2021-04-26 1:10
서울시,SDOT001,4046,00Original,4046,0,2.02104E+11,2021-04-26 1:10
서울시,SDOT001,4017,00Original,4017,0,2.02104E+11,2021-04-26 1:10
서울시,SDOT001,4006,00Original,4006,0,2.02104E+11,2021-04-26 1:10
서울시,SDOT001,4019,00Original,4019,23,2.02104E+11,2021-04-26 1:10
서울시,SDOT001,4043,00Original,4043,0,2.02104E+11,2021-04-26 1:10
서울시,SDOT001,4039,00Original,4039,0,2.02104E+11,2021-04-26 1:11
서울시,SDOT001,4012,00Original,4012,5,2.02104E+11,2021-04-26 1:11
서울시,SDOT001,4049,00Original,4049,1,2.02104E+11,2021-04-26 1:12
서울시,SDOT001,2997,00Original,2997,140,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3000,00Original,3000,161,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3001,00Original,3001,142,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,2999,00Original,2999,156,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3002,00Original,3002,132,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3003,00Original,3003,170,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3005,00Original,3005,165,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3004,00Original,3004,202,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3010,00Original,3010,176,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3013,00Original,3013,126,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3015,00Original,3015,132,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3016,00Original,3016,135,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3017,00Original,3017,188,2.02104E+11,2021-04-26 1:13
서울시,SDOT001,3019,00Original,3019,178,2.02104E+11,2021-04-26 1:14
서울시,SDOT001,3020,00Original,3020,192,2.02104E+11,2021-04-26 1:14
서울시,SDOT001,3021,00Original,3021,96,2.02104E+11,2021-04-26 1:14
서울시,SDOT001,3022,00Original,3022,186,2.02104E+11,2021-04-26 1:14
서울시,SDOT001,3023,00Original,3023,180,2.02104E+11,2021-04-26 1:14
서울시,SDOT001,3032,00Original,3032,128,2.02104E+11,2021-04-26 1:14
서울시,SDOT001,3033,00Original,3033,127,2.02104E+11,2021-04-26 1:14
서울시,SDOT001,3035,00Original,3035,128,2.02104E+11,2021-04-26 1:14
서울시,SDOT001,4004,00Original,4004,3,2.02104E+11,2021-04-26 1:16
서울시,SDOT001,4031,00Original,4031,4,2.02104E+11,2021-04-26 1:20
서울시,SDOT001,4046,00Original,4046,0,2.02104E+11,2021-04-26 1:20
서울시,SDOT001,4036,00Original,4036,1,2.02104E+11,2021-04-26 1:20
서울시,SDOT001,4017,00Original,4017,0,2.02104E+11,2021-04-26 1:20
서울시,SDOT001,4023,00Original,4023,0,2.02104E+11,2021-04-26 1:20
서울시,SDOT001,4008,00Original,4008,2,2.02104E+11,2021-04-26 1:21
서울시,SDOT001,4044,00Original,4044,0,2.02104E+11,2021-04-26 1:22
서울시,SDOT001,4034,00Original,4034,5,2.02104E+11,2021-04-26 1:25
서울시,SDOT001,3011,00Original,3011,144,2.02104E+11,2021-04-26 1:25
서울시,SDOT001,3023,00Original,3023,186,2.02104E+11,2021-04-26 1:26
서울시,SDOT001,3025,00Original,3025,137,2.02104E+11,2021-04-26 1:26
서울시,SDOT001,4021,00Original,4021,4,2.02104E+11,2021-04-26 1:26
서울시,SDOT001,3035,00Original,3035,152,2.02104E+11,2021-04-26 1:26
서울시,SDOT001,4042,00Original,4042,4,2.02104E+11,2021-04-26 1:27
서울시,SDOT001,4015,00Original,4015,1,2.02104E+11,2021-04-26 1:30
서울시,SDOT001,4031,00Original,4031,1,2.02104E+11,2021-04-26 1:30
서울시,SDOT001,4046,00Original,4046,0,2.02104E+11,2021-04-26 1:30
서울시,SDOT001,4049,00Original,4049,1,2.02104E+11,2021-04-26 1:32
서울시,SDOT001,4005,00Original,4005,2,2.02104E+11,2021-04-26 1:32
서울시,SDOT001,2992,00Original,2992,150,2.02104E+11,2021-04-26 1:36
서울시,SDOT001,3006,00Original,3006,162,2.02104E+11,2021-04-26 1:37
서울시,SDOT001,4011,00Original,4011,0,2.02104E+11,2021-04-26 1:37
서울시,SDOT001,3031,00Original,3031,146,2.02104E+11,2021-04-26 1:38
서울시,SDOT001,3035,00Original,3035,114,2.02104E+11,2021-04-26 1:38
서울시,SDOT001,4031,00Original,4031,0,2.02104E+11,2021-04-26 1:40
서울시,SDOT001,4048,00Original,4048,7,2.02104E+11,2021-04-26 1:44
서울시,SDOT001,4032,00Original,4032,2,2.02104E+11,2021-04-26 1:44
서울시,SDOT001,4010,00Original,4010,9,2.02104E+11,2021-04-26 1:45
서울시,SDOT001,4007,00Original,4007,0,2.02104E+11,2021-04-26 1:47
서울시,SDOT001,3003,00Original,3003,153,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3005,00Original,3005,139,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3008,00Original,3008,139,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3007,00Original,3007,194,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3009,00Original,3009,0,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3010,00Original,3010,154,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3011,00Original,3011,121,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3012,00Original,3012,76,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3013,00Original,3013,122,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3015,00Original,3015,128,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3018,00Original,3018,98,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3019,00Original,3019,157,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3021,00Original,3021,67,2.02104E+11,2021-04-26 1:49
서울시,SDOT001,3029,00Original,3029,56,2.02104E+11,2021-04-26 1:50
서울시,SDOT001,4045,00Original,4045,0,2.02104E+11,2021-04-26 1:50
서울시,SDOT001,4012,00Original,4012,1,2.02104E+11,2021-04-26 1:51
서울시,SDOT001,4049,00Original,4049,0,2.02104E+11,2021-04-26 1:52
서울시,SDOT001,4005,00Original,4005,3,2.02104E+11,2021-04-26 1:52
서울시,SDOT001,4025,00Original,4025,0,2.02104E+11,2021-04-26 1:57
서울시,SDOT001,4041,00Original,4041,0,2.02104E+11,2021-04-26 2:00
서울시,SDOT001,4031,00Original,4031,0,2.02104E+11,2021-04-26 2:00
서울시,SDOT001,2997,00Original,2997,120,2.02104E+11,2021-04-26 2:01
서울시,SDOT001,2999,00Original,2999,129,2.02104E+11,2021-04-26 2:01
서울시,SDOT001,3015,00Original,3015,103,2.02104E+11,2021-04-26 2:02
서울시,SDOT001,3016,00Original,3016,148,2.02104E+11,2021-04-26 2:02
서울시,SDOT001,3031,00Original,3031,117,2.02104E+11,2021-04-26 2:02
서울시,SDOT001,3036,00Original,3036,131,2.02104E+11,2021-04-26 2:02
서울시,SDOT001,4029,00Original,4029,12,2.02104E+11,2021-04-26 2:07
서울시,SDOT001,4027,00Original,4027,4,2.02104E+11,2021-04-26 2:10
서울시,SDOT001,4043,00Original,4043,2,2.02104E+11,2021-04-26 2:10
서울시,SDOT001,4038,00Original,4038,1,2.02104E+11,2021-04-26 2:11
서울시,SDOT001,4008,00Original,4008,1,2.02104E+11,2021-04-26 2:11
서울시,SDOT001,4026,00Original,4026,0,2.02104E+11,2021-04-26 2:12
서울시,SDOT001,2995,00Original,2995,134,2.02104E+11,2021-04-26 2:13
서울시,SDOT001,2996,00Original,2996,118,2.02104E+11,2021-04-26 2:13
서울시,SDOT001,3010,00Original,3010,173,2.02104E+11,2021-04-26 2:13
서울시,SDOT001,3015,00Original,3015,122,2.02104E+11,2021-04-26 2:13
서울시,SDOT001,3016,00Original,3016,147,2.02104E+11,2021-04-26 2:13
서울시,SDOT001,3025,00Original,3025,152,2.02104E+11,2021-04-26 2:14
서울시,SDOT001,3026,00Original,3026,66,2.02104E+11,2021-04-26 2:14
서울시,SDOT001,3029,00Original,3029,63,2.02104E+11,2021-04-26 2:14
서울시,SDOT001,3030,00Original,3030,176,2.02104E+11,2021-04-26 2:14
서울시,SDOT001,3031,00Original,3031,134,2.02104E+11,2021-04-26 2:14
서울시,SDOT001,3032,00Original,3032,137,2.02104E+11,2021-04-26 2:14
서울시,SDOT001,3033,00Original,3033,105,2.02104E+11,2021-04-26 2:14
서울시,SDOT001,3034,00Original,3034,201,2.02104E+11,2021-04-26 2:14
서울시,SDOT001,4030,00Original,4030,6,2.02104E+11,2021-04-26 2:17
서울시,SDOT001,4015,00Original,4015,1,2.02104E+11,2021-04-26 2:20
서울시,SDOT001,4031,00Original,4031,1,2.02104E+11,2021-04-26 2:20
서울시,SDOT001,4043,00Original,4043,0,2.02104E+11,2021-04-26 2:21
서울시,SDOT001,4049,00Original,4049,0,2.02104E+11,2021-04-26 2:22
서울시,SDOT001,4005,00Original,4005,2,2.02104E+11,2021-04-26 2:22
서울시,SDOT001,2999,00Original,2999,138,2.02104E+11,2021-04-26 2:25
서울시,SDOT001,3011,00Original,3011,134,2.02104E+11,2021-04-26 2:25
서울시,SDOT001,4016,00Original,4016,0,2.02104E+11,2021-04-26 2:26
서울시,SDOT001,3031,00Original,3031,137,2.02104E+11,2021-04-26 2:26
서울시,SDOT001,4030,00Original,4030,0,2.02104E+11,2021-04-26 2:27
서울시,SDOT001,4025,00Original,4025,2,2.02104E+11,2021-04-26 2:27
서울시,SDOT001,4031,00Original,4031,0,2.02104E+11,2021-04-26 2:30
서울시,SDOT001,4045,00Original,4045,0,2.02104E+11,2021-04-26 2:30
서울시,SDOT001,4049,00Original,4049,1,2.02104E+11,2021-04-26 2:32
서울시,SDOT001,4005,00Original,4005,1,2.02104E+11,2021-04-26 2:32
서울시,SDOT001,4022,00Original,4022,0,2.02104E+11,2021-04-26 2:33
서울시,SDOT001,2997,00Original,2997,139,2.02104E+11,2021-04-26 2:37
서울시,SDOT001,3002,00Original,3002,120,2.02104E+11,2021-04-26 2:37
서울시,SDOT001,3016,00Original,3016,134,2.02104E+11,2021-04-26 2:37
서울시,SDOT001,3017,00Original,3017,179,2.02104E+11,2021-04-26 2:37
서울시,SDOT001,3034,00Original,3034,185,2.02104E+11,2021-04-26 2:38
서울시,SDOT001,3039,00Original,3039,148,2.02104E+11,2021-04-26 2:38
서울시,SDOT001,4046,00Original,4046,0,2.02104E+11,2021-04-26 2:40
서울시,SDOT001,4015,00Original,4015,1,2.02104E+11,2021-04-26 2:40
서울시,SDOT001,4006,00Original,4006,0,2.02104E+11,2021-04-26 2:40
서울시,SDOT001,4039,00Original,4039,0,2.02104E+11,2021-04-26 2:41
서울시,SDOT001,4012,00Original,4012,5,2.02104E+11,2021-04-26 2:41
서울시,SDOT001,4003,00Original,4003,1,2.02104E+11,2021-04-26 2:42
서울시,SDOT001,4024,00Original,4024,1,2.02104E+11,2021-04-26 2:44
서울시,SDOT001,4034,00Original,4034,0,2.02104E+11,2021-04-26 2:45
서울시,SDOT001,4004,00Original,4004,2,2.02104E+11,2021-04-26 2:46
서울시,SDOT001,4011,00Original,4011,0,2.02104E+11,2021-04-26 2:47
서울시,SDOT001,2994,00Original,2994,94,2.02104E+11,2021-04-26 2:48
서울시,SDOT001,2998,00Original,2998,139,2.02104E+11,2021-04-26 2:48
서울시,SDOT001,3007,00Original,3007,191,2.02104E+11,2021-04-26 2:49
서울시,SDOT001,3008,00Original,3008,139,2.02104E+11,2021-04-26 2:49
서울시,SDOT001,3009,00Original,3009,0,2.02104E+11,2021-04-26 2:49
서울시,SDOT001,3020,00Original,3020,149,2.02104E+11,2021-04-26 2:49
서울시,SDOT001,3010,00Original,3010,150,2.02104E+11,2021-04-26 2:49
서울시,SDOT001,3023,00Original,3023,163,2.02104E+11,2021-04-26 2:49
서울시,SDOT001,3022,00Original,3022,118,2.02104E+11,2021-04-26 2:49
서울시,SDOT001,4027,00Original,4027,1,2.02104E+11,2021-04-26 2:50
서울시,SDOT001,4015,00Original,4015,0,2.02104E+11,2021-04-26 2:50
서울시,SDOT001,3036,00Original,3036,162,2.02104E+11,2021-04-26 2:50
서울시,SDOT001,3035,00Original,3035,134,2.02104E+11,2021-04-26 2:50
서울시,SDOT001,4031,00Original,4031,2,2.02104E+11,2021-04-26 2:50
서울시,SDOT001,3037,00Original,3037,85,2.02104E+11,2021-04-26 2:50
서울시,SDOT001,3038,00Original,3038,129,2.02104E+11,2021-04-26 2:50
서울시,SDOT001,3041,00Original,3041,130,2.02104E+11,2021-04-26 2:50
서울시,SDOT001,4008,00Original,4008,2,2.02104E+11,2021-04-26 2:51
서울시,SDOT001,4044,00Original,4044,0,2.02104E+11,2021-04-26 2:52
서울시,SDOT001,4002,00Original,4002,0,2.02104E+11,2021-04-26 2:56
서울시,SDOT001,4011,00Original,4011,0,2.02104E+11,2021-04-26 2:57
서울시,SDOT001,4031,00Original,4031,0,2.02104E+11,2021-04-26 3:00
서울시,SDOT001,4046,00Original,4046,0,2.02104E+11,2021-04-26 3:00
서울시,SDOT001,3000,00Original,3000,146,2.02104E+11,2021-04-26 3:01
서울시,SDOT001,2999,00Original,2999,136,2.02104E+11,2021-04-26 3:01
서울시,SDOT001,3006,00Original,3006,148,2.02104E+11,2021-04-26 3:01
서울시,SDOT001,3024,00Original,3024,149,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,3025,00Original,3025,142,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,3026,00Original,3026,62,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,3023,00Original,3023,150,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,3027,00Original,3027,128,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,3028,00Original,3028,144,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,3029,00Original,3029,50,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,3030,00Original,3030,161,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,4049,00Original,4049,1,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,3032,00Original,3032,135,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,4005,00Original,4005,6,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,3031,00Original,3031,144,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,3033,00Original,3033,137,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,3035,00Original,3035,124,2.02104E+11,2021-04-26 3:02
서울시,SDOT001,4022,00Original,4022,2,2.02104E+11,2021-04-26 3:03
서울시,SDOT001,4034,00Original,4034,0,2.02104E+11,2021-04-26 3:05
서울시,SDOT001,4029,00Original,4029,5,2.02104E+11,2021-04-26 3:07
서울시,SDOT001,4025,00Original,4025,0,2.02104E+11,2021-04-26 3:07
서울시,SDOT001,4008,00Original,4008,1,2.02104E+11,2021-04-26 3:11
서울시,SDOT001,2992,00Original,2992,176,2.02104E+11,2021-04-26 3:12
서울시,SDOT001,3003,00Original,3003,155,2.02104E+11,2021-04-26 3:13
서울시,SDOT001,3007,00Original,3007,187,2.02104E+11,2021-04-26 3:13
서울시,SDOT001,3008,00Original,3008,165,2.02104E+11,2021-04-26 3:13
서울시,SDOT001,3027,00Original,3027,139,2.02104E+11,2021-04-26 3:14
서울시,SDOT001,3028,00Original,3028,146,2.02104E+11,2021-04-26 3:14
서울시,SDOT001,3032,00Original,3032,130,2.02104E+11,2021-04-26 3:14
서울시,SDOT001,3033,00Original,3033,122,2.02104E+11,2021-04-26 3:14
서울시,SDOT001,3034,00Original,3034,182,2.02104E+11,2021-04-26 3:14
서울시,SDOT001,3035,00Original,3035,131,2.02104E+11,2021-04-26 3:14
서울시,SDOT001,3036,00Original,3036,146,2.02104E+11,2021-04-26 3:14
서울시,SDOT001,3037,00Original,3037,81,2.02104E+11,2021-04-26 3:14
서울시,SDOT001,4024,00Original,4024,1,2.02104E+11,2021-04-26 3:14
서울시,SDOT001,4007,00Original,4007,0,2.02104E+11,2021-04-26 3:17
서울시,SDOT001,4023,00Original,4023,0,2.02104E+11,2021-04-26 3:20
서울시,SDOT001,4017,00Original,4017,0,2.02104E+11,2021-04-26 3:20
서울시,SDOT001,4036,00Original,4036,0,2.02104E+11,2021-04-26 3:20
서울시,SDOT001,4012,00Original,4012,2,2.02104E+11,2021-04-26 3:21
